german,french,german_noise_random05,german_noise_random10,german_noise_random15,french_noise_random05,french_noise_random10,french_noise_random15
"Erreicht das Risiko die Farbe ""rot"", werden alle sich nahenden Autos informiert, damit die Fahrer mehr Zeit für eine Reaktion haben. ","Lorsque le signal passe au «rouge», toutes les voitures environnantes sont informées de manière à ce que les conducteurs aient davantage de temps pour réagir. ","Erreicht das Risiko die Farbe ""rot"",werden alle sich nahenden Autos informiert, damit dieFhaer mehrr Zeit für eine Reaktion hmaben. ","Erreicht das Risiko die Farbe ""rot"", werden aole sch nahnmennAutos inqvrformiert, damit die Faqrer mehr Zeit fbx eine Reaktionhabevn. ","Erreicht das Risxo diae Farbe ""pot"",ywerden alle cich naheden Autos inormirt, dapmitvdi Fahrer mewr sZet ür einje Rpaktion hben. ","Lrsque le signal passe au «rouge», toutes les voitures environnantes hont informéaes de manière à ce que les conducteubs aient dayantage de temps pour réagir. ","kLoreque le signal pasqse au «roug», toutes les voijjres environnantes sot informées ee manière à c que es conructeurs aient davantage deg temps pour péagi ","Lorsque lesign pausse acu «oug», touteslesg vgitures environnantes mssont informées de rnère à ce que lefs conduicteurs aiejnt davantagede temph four réaditr. "
"Wenn das Demonstrationsprojekt im September 2009 endet, werden wir genauer wissen, wie rentabel diese spezielle Alternative ist. ","Lorsque le projet de démonstration s'achèvera en septembre 2009, il sera plus aisé de se faire une idée de la viabilité de cette alternative. ","Wenn das Demnstrationsprojekt im jeptember 2009 endet, werdev wir genauer wissene, wie rpentabel diese spezielwle Alternative ist. ","Wenn das Demonstratvonsprojekt im Sepztember 2u009 endet,weoden gwir genaer wissen, wie yentabelsdiese speziell Alterative ist. ","Wn dasuDvonstrationprbojekrt im September 2009 endet, werden wir genauercwiwsen, wia rentabl diese bspdeziele cltmrnative istf ","Lorsqute le projet e démonstration s'achèvera en cseptembrze 2009, il sera plus sasé de se fare une idée de la viabilité de cette alternative. ","Lorsque le pojet ke démopstration s'acièverasen sepuembre 2009, il sera plus daisé de sefaire une idéebde lu vbabilti de cette alterative. ","Lorsquej le projet d émonstration ws'achèvera e septembre 2009,jil sena pus ainé dewse faire une idée de l abilté cecetfte alternatie. "
"Beim Eindringen in den Körper werden die Prionen von den FDCs angezogen, um sich dann vermehrt zu teilen. ","Lorsque la maladie à prions pénètre l'organisme, les CDF attirent les prions et les multiplient. ","Beim Eindringenin dn Körper werden dier Prinen von den FDCs angeogen, um sich dann vermehrt zu teilen. ","BeimjEindsngen in den Körpem weqrden rdie Pionen von de FDCs anezogen, um ysich dann vermehrt zu teilen. ","Beim Endriigen in den Kirpe werden die Prionenfon den FpCs angezogen, u sich dannlvermehrtv zu teile. ","Lorsque la malzdie à prions énnètre l'organisme, les CDF atirent les prions et les multiplient. ","Lorsqwue la maladie à prions péètre l'oraanisme, lls CF attirentmles pyrions et lesr multiplien. ","iqorsqufe la maladie à prions pékètgre l'orgabisme, les DF attirent les prions et leq mzltipbienu.m "
"Wenn der Streit eher symbolisch ist, ist der Einfluss der EU geringer. ","Lorsque le conflit est plus symbolique, l'influence de l'UE est réduite. ","Wenn der Streit eher symbkolisch bst, ist der Eiznfluss der EU geringer. ","Wenn der utreit reher symbolnisch ist, istder Eiflussdr EU geringer. ","Wenf der Strest eher symboleisch ist, istw der Einfluss de ExnU gerinr. ","Lorsque le conflit est plus symbolique, leinfluence de l'Uo est réduite. ","Losqupe le conflt s plus symbolique, l'influence de l'Um est rédute. ","Lorsqe le conflit eest puus symibolique, l'ifluenuce de l'UE esft méuit. "
"Als die Erde sich noch bildete, heizte sie sich auf und siderophile Metalle und andere schwere Elemente wurden von der Oberfläche des noch jungen Planeten in den eisen- und nickelhaltigen Erdkern hineingezogen. ",Les HSE et autres éléments lourds ont été en quelque sorte arrachés de la surface de cette jeune planète pour pénétrer son noyau riche en fer en en nickel. ,"Als die Erde sich nochbilndete, heizte iesich auf und sidenopfhili Metalle und andereschwere Elemente wurden von der Oberfläche des noch junven Planeten in den ecisen- und nickelhaltigen Erdkern hineingezogen. ","Als die Epde ichw noh bnldetre, heizte sie spch aufund siderophilesMetalle udd andere schwere semente wurdetn von der Oberflächel des noch jungev Planeten riin den eisen- und nickelhaltigen Erdkernxhineingezoet. ","Als die Erd sich oci bildete,heizteisie sich auf undjsildveiohile Metalle ud anderex scwrbse Elemente ehwurdenzvon der Oberfläche ds noc unqgen Planeteo in en eisen- undk dickelhaltigen Erdkeirn hineingezogen. ",Les HSEfet autres éléments louyds ont étéu en quelque sorte arrachés de mla surfadce de cete jeune planète pour pénétrer son oyau riche en fer en en nickel. ,Les lSE etcaustres élémenms lourds ont dété en quelque sorte arrachés de lma slurfacec de cette jene planète pour pnétrer sonnoryiu riche en fer en enbnickel.,Les HSE et atutrepms éléqenks lourds on éré en uelque sorte arruach de a surface de cetx jeune planvtempour péntrer son noyau riche en wfer enj men nickel.
Die IASG wird ab jetzt bis 2012 an der Entwicklung einer umfassenden Strategie zur Anpassung an den Klimawandel von 2013 an arbeiten. ,"D'ici 2012, l'IASG veillera à l'élaboration d'une stratégie complète sur l'adaptation au changement climatique pour 2013. ",Die InSG wird ab jetzt bis 2012 an eder Enwicklng einer umfassenden Strategie ur Anpasung an den Klimawandel von 2013 an arbeiten. ,Dig IASG wird ab jetztu bis 2012 ean der ntwicklfng eqiner wumfassenden Stzrategieg zur npassupg an den Klimawandel von 2013 an asbeiten. ,ie IjASGdwiurd ab jexzt bis 2012 an der Entnwicklun einer umfassenfden Sdtravegie zur Anpaosung aweden imawandnl vo 2013 and arbeiten. ,"D'ici 212, l'IASG vedilera à l'élaboration d'une stratégie complète sur l'adaptation au cyhangement clmmatique pour 2013 ","'ici 01, l'IAG vweillera à l'élaboration d'une stratgieccomcplète sur l'adaptation au cqangeament climaique pour v2013. ","D'rici 202, l'IASG veillera ànléaboation d'une stratégie bctomplète surl'aaaptation fu chanagement climohtiqke rpour 2013. "
"Als der Elektronenstrahl mit dem Laserimpuls kollidierte, oszillierten die Elektronen im elektromagnetischen Feld des zweiten Lasers und zerstreuten die Photonen des Laserstrahls, die als Gammastrahlen erkannt wurden. ","Lorsque le faisceau d’électrons et l’impulsion laser se sont rencontrés, les électrons ont oscillé dans le champ électromagnétique du deuxième laser et ont dispersé les photons du faisceau laser, qui ont été détectés comme des rayons gamma. ","Als der Eletktronenstrahl mit dem Laserimpuls kollidierte, oszillierten die Elektronen im elektromajgnstischen Feld des zweitenu Laserrs und zestreuten die Photonex des Laserestrahls, die als Gammasotrahlen erkannt wurden. ","Alws der Elektronenstrahl mitehfqde Laserimpuls kollidierzte, oszwllierten die Elektronen im elnktromagneischen Feld despweiteny Lasers und zerstreuten die Photohen des Laserstraqls, die als ammastrahoblz erkannt wnrden. ","ls eder Elkttroensorahl mit dem Laserimuls kolliderte, oszillierten die Elektpnzen imeolektromagetishenFeld dezgszweiten Lasers ud zeystretenm diePhotonen des Laserstrahls, diej alsGcmdmastnrahlen erkannt wurdn. ","Lrksque le faisceau d’électrons et l’impulsion oaser se sont rencontrzés, les électrons ont ocillé dans le champ électromagnétiquee du deuxième laseb et ont dispeqsé les photosng du faisceau rlaser, qui ont été détectés comme desrrayons gamma. ","Larsque le faiseau d’élecdonv et l’imbpulsion laserxse sont lresncontrés, lespélectronsont oscpmcll ddans le camp électromagnétique du deuxièmee laser et ont dispersé ls photons dufaisceau laser, qxui ont éds détecés comme des rayons gamma. ","Lorsque leifaisceau d’électrons eo vaimpulswwon clser se sont rencontrés, les méuecnron ont yoscqll dans lie camp életcpyromagnétique u deuxièmme laser ew ont dilperséq lesk photens du faisscerau ulaser, qui ont étédétectés cmme deshrayons gamma. "
"Als ERC ihm diese Finanzhilfe in Form eines Advanced Grant verlieh, waren wir fest davon überzeugt, dass sein Projekt das Potenzial hat, über die Grenzen des Wissens hinauszugehen und einen wichtigen Beitrag zur Entdeckung des Kulturerbes Libyens leisten wird. ","Lorsque le CER lui a accordé une subvention avancée, nous étions sûrs que son projet avait le potentiel d'aller au-delà des frontières de la connaissance et serait essentiel pour le patrimoine culturel de la Libye. ","Als ERC aihm diese Finanhilfe inpForm eines Advaned Grantvernlieh, waren wir fest davon übrzeugt, dass sein Pdrojekt das Potnzial hat, über die Grenzen des Wssens hineauszugehen und einen wichigen Beitrag zur Entdeckung des Kulturerbes Libyens leistn wird. ","Als ERq ihmc dcese Finawnzhilfpe in Form eines Avanced Grat vereieh, warenwirfeestdavon überzeugt, das sein Prnojekt as Potnzial hat, übe rie Grenzen des Wissens hinauszuehen und einefn wijchtigen Beitrag zfur Entydekung des Kulturerbes Liboyens leisten wird. ","Afs ERCihm dfese Fimanzhilfegin Fokm oeines qdiaced Grant verlcieh, wartn wi fest avon überzmujgt, dass seinProjektd dasoPotunzial hat, üsbmer die Grenzen de Wisesls dinauszmugehen uynd eine wichigen Bwitrg zur Endeckung des Kulturerbers Libyens lehtten wird. ","Lorsque lf CER lui a accordé unqme kubvention avancée, tnous éions sûrs que son projet avait le potentiel d'aller au-delà des frontières de la connaissance et serait essentiel pour le patrimoine cuwturep de la Liybye. ",Lorsque le CE li aaccordé uhne ysubvention avancéep nous éions sûrs que son projet avait le potentiel d'aller au-delà des fontijres de wla connaissance het sraigt eswsentil vpour le patrimoin cultdurel de laLibye. ,"Lorsque e CEv lui a accordé une scbvenftion apancéb, nous étions sûrs que son przjet arvait le pgttentiel d'klaluler au-delà ds kontiyèdrespde l cyonnaossanue gt serait eqsentielb poul le patrimopne cultturael de la Libye. "
"Als der ERC im Februar 2007 errichtet wurde, hatte man sich darauf geeinigt, seine Strukturen und Mechanismen im Kontext der Halbzeitbewertung des Siebten Rahmenprogramms (RP7) zu überprüfen. ","Lors de la création du CER en février 2007, il a été décidé qu'une révision de ses structures et mécanismes serait effectuée dans le cadre de l'évaluation à mi-parcours du septième programme-cadre (7e PC). ","Als der ERC im Februar 2007 errichtet wsrdve, hatte man sich darauf geewnigt, seine Strukturen und Mebhanxsmenim Kontext der Halbzeitbewertung des Siebten Rahmekwnprogramms (RP7) zuvüberprüfen. ","Als der ERh im Februqr 2007 errichtet wurde, zhatte man sih daauf fgeeinigt, seine Strukturen undMechaenismen im Kontet der xalbzeitbewertung des Sieben RnhmenrgrammsunRP7) zu überprüfen. ","Als derERC im eFgzruarn2z007 errichtet wuhrdei, hatt man sich daravf geeimnigt, seiker Sxtruktugren und Mechantnmen im Kontext der Halbzeitbewertung dez rieben amenprogiamms (R7) zy überpdrüfen. ","Lorsde la créatin du CER enfévrier 2007, il aété décidé qu'une réviskion de ses structurs et mécanismes serxait effectuée dans le cadre de l'évaluation à mi-parcors du septqème prrgramme-cadre (7e PC). ","Lors de la créaton du rER en février 20k07, il a écaté décidé quo'une révisiomfde ses structureset mécanismesp serait effecttuée dans le cadrae de l'évulution à mi-parcuours d szeptième programme-cadre (7e PC). ","aors de lya création du CRd en évvrier2007,il a wéié décidé qu'nk réviion de ses structures e mpcanismes sknerait effectuée dans lecadre de lfévaluatikon à mi-padrcours du septièmeiprograme-cadre (je Pex). "
"""Wenn sich die Augen bewegen, ist das Bild verschwommen und wir können nicht klar sehen. ","«Lorsque nos yeux bougent, l'image est floue et nous ne pouvons pas voir clairement. ","mp""Wenn sich vie Augevn bewegen, ist das Bild verschwommen und wir können nicht klar sehen. ","""Wenn sichkvdie Akgen bewebenn, it das Biod verschwommen und ir können nicht klar sehen. ","""Wenn sich ie Auen bewegen, ics ds Bild vpscwommen und wir önnsenhnicht klarsehen. ","«Lorque nos yedx bougexnt, l'image est floue et nfous ne pouvons pas voir clairement. ","«Lorsqu nbn yeux buugent, l'image est floue et nous ne pouvons paf voiv cqlairement. ","«Loisque no yeukx bougent, l'imagpe west floue et nous ne pouvonsjpma voour claircempent. "
"Durch den Stich der weiblichen Anophelesmücke gelangen Sporozoiten, winzige einzellige Erreger, in den Blutkreislauf des Menschen. ","Lorsque la femelle du moustique anophèle suce le sang d'un être humain, de minuscules agents infectieux - les sporozoïtes - pénètrent dans le flux sanguin. ","Durch den Stich der weiblichen Anophelesmücke gelargen Sporyozoiten, wijnzige einzellige Errege, in den Blutkreislauf des enchen. ","Durch den Sichdezr weilichen Anohelesmücs gelangenSporozoite, linzige einzelle Erreger, in den Blutkreslauf des Menschen. ","urch den Stnichn dr weiblichlzn Anophelesmücke geangien Sphoruooiten, winzige epnzellige Erreer, inden Blutkreibsluf des Menschenj. ","Lorsque la femelle du moustiqube anophèle suce le sang d'un êtrl humain, de minuscules asgnts infectidux  les sporozoïtes - pénètrent dans le flux sangukn. ","Lorrsque la femelle du moustiuezaohphèle suce le sang d'un être humain, deminuyscucles agjents infectieux - les sporozoïtef - péqètret das le flux saneuin. ","Lorsque dla fnemele du moustique anomhèle sugbcez lew sang d'un être hcmain,de minuscule agenatsiinfectieux - les sqorbzoïtxes - pénètrent dans lhe fluo snguini. "
"Wenn der Fisch sich wieder erholt hat und ein normales Verhalten zeigt (in der Regel nach 5 - 10 Minuten), wird er wieder in die Freiheit entlassen. ","Lorsque le poisson se réveille et retrouve son comportement habituel (généralement après 5-10 minutes), il est relâché dans la nature. ","Wenn der Fischjsich wigeder erholt hat und ein ormaes Verhalten zeigt (in der Regpel nach 5 - 10 Minuten), wird er wieder in die Freiheit entlassen. ","Wednn der jFisch sich wieder erhlt hat und ein normales Verhagten zeigt (in der Regel nac m5 - 10 Minutn), wtr er wiwder in die Freiheixt nttlassen ","Wlen jer Fisch sich wieder erholt hwt und ein noryavles Verhalten zeigt (ibn dr Reel tnach 5- 10 Minuten), wiydver wederin die Freaijit entwlassen.v","Lorsque le ppoisson se révheille et retrouve son comgporjtnement rhabituel (généralement après 5-10 minutes), il est relâché dans la nature. ","Lorsque le ponsson se réveijle ethretrfouve zson comportment habituel (généralement akprs r5-10 minutes), il estorelâché dazs la naure. ","Lorsquee le poisson se réveillje et retrouve son compotemnent hfabitueb (généralement apry 5yg10 quminudtes), ilfes relâché dan am nature.x "
"Als die Fliegenschnäpper am Brutplatz ankamen, standen sie vor der Wahl: Sie konnten entweder einen Nistkasten auswählen, der in gleicher Weise wie die der benachbarten Meisen markiert war, oder einen mit einer anderen Markierung. ","Les gobe-mouches, une fois sur place, avaient un choix à faire: choisir un nichoir marqué comme ceux des mésanges voisines, ou un nichoir portant une marque différente. ","Alsdie Fliegenschnäpper am Brutplatz ankamkn, gtanden sie vor der ahyl: Sie konxnntenyentweder einen Nistkasten auswählen, der in jgleicher Weise wie die der benachbarten Meisen markiert wr, oder einen mit einer anderen Makierung. ","Als die Fliegenschnäpper am Brutplatz akamet, standeayn sie vor der Wahl: Se konntenmensweederenen Nistkasten auswwählen, der in gleicher Wse wie die bder bcnachbahten Meisenmarkiert war, odrsekinen mit einerr akderen Markierung. ","Als vdie Fliegewsxhnäpperzam Brsxutplaab ankamed, staden sie vorsgder Wahl: Siekonntgnj entweder einen Nistkasten ausahlen, der in gleocher Wemse wie viedeor benachbarten Meisen markierc aa, nder sinen mit jeiner enderen Markerung. ","Les gobe-moxuches, unefois suz place, avaient un choix àl faire: choisir an nichoir marqué comme ceu des mésanges voisines, ou un nichoir portant une marque ddfférente. ","Les goe-mouchieis, une fois sur flace, avaient kn chox à fairk: choisir un nichoir marqué comme ceux des mésanges woisises, ou un ichor pkrtant une maque dbiffrene. ","Lesa gohe-molches,oune fois sjur placeq, avientc un choix à fairw: chrijr un nichoir marqué crmmecemx de mésdages voisines, om un nichoirportant uane marque diffooérene. "
"Wenn die gesammelten Daten auf ein mit Parkinson zusammenhängendes Verhalten hinweisen, werden die Benutzer gebeten, einen Arzt aufzusuchen. ","Lorsque les données collectées indiquent un comportement de type maladie de Parkinson, il est demandé aux utilisateurs de prendre rendez-vous avec un médecin. ","Wenn doe gesammelten Daten auf ein mit Parkinston zusammenhänendes Verhalten hiweisen, werden dise Benutzer gebeten, einen Arzt aufzsouchen. ","Wenn dve gesammelten faten alub ei mit Parkinsn zusammenhängendes Verhalte hinweismn, pwearden gdie Benutzer gebeten, einen Arzt aufzttsuchen. ","Wen die gesammilten Doaten aufjein mizt Parkinson zusammenhäsngendets Verhalten hinweisen,jwterden die Benutzesr gdlbeten, aeinen Agrzt aufxusukxhena.","Lorsque les données collectées indiquentd ucn comiortement de type maladie de Parkinson, il est dcmand aux utilisateurs de prendre redez-vou avec un médecin. ","Lordque les donnhes collectées indiqument uj compoktement de typetmaladie de Parkingon,b i est ddmandé aux utilisateurs de prendre wrende-vous avecu un médecinb ","Lorsque eqs données qcollectées indiqaent un cumportemenf da type malaqie de Parkinsn, il nst dimandé aub utilisaxeurs dgepredrve rfedez-vous avec un méiecn. "
"Bei weitester Ausbreitung der Gletscher wurden Schmelzwasser und Sedimente direkt auf kargen, windigen Ebenen abgelagert, die kreuz und quer von kleinen Schmelzwasserströmen durchzogen waren. ","Lorsqu'ils sont à leur maximum, l'eau de fonte et les sédiments sont directement déposés sur des plaines arides et venteuses, quadrillées de petits cours d'eau de fonte. ","Bhe weitester Ausbreitung der Gletscher wugbden Skhmelzwasser und Sedimente virekt auf kargen, windigen Ebenen abgelagert, die ekreuz und quer von kleinen Schmelzwasserströmed durchzogen waen. ","Bei wfitester Ausbriltung der Gletsche wurden Schmelzwasser und Sediment direkt auf kargen, windaghn Ebenenc abelagert, die krehz und quer voz kgtinen Schmelzwassrsrömen pdurchzogenw waren. ","Bei witesger Ausbreitung der Gletsmhker wuren aSchmwelzwasser und Sedimente diret auf kargen, wsindigen iEbenen abglelagert, bie kregz undzquer vontmkleinen vchmezwabsserstöennduochazogen warpn.","Lorsqu'ils sont à leur maximumq, l'eau de fonte oet les sédimxnts sont directement déposés sur des laifes arides et venteuse, quadrillées de petitsbcoursd'eau de fonte. ","Lorsqu'ils sontà lebur maximum, l'eau de fontejet les sédiments sodt dirctement dépocsés sur desplaennes arides et ventsusles, quadriqllées e petits coursp d'eam de onae. ","Lrsqu'il sontyà leubr oaximum, l'eaut ee fonte ett lessédiments ont directement déposéhs sur des pvlaines arides etf venteses, quadrilles de etiats sours d'eaou de nontd. "
"Ist das Histon in der Pflanzen-DNA nicht mehr funktionstüchtig, sind alle Gene der Pflanze auch bei Kälte so aktiv, als ob Sommer wäre. ","Lorsque cette histone particulière n'est plus intégrée à l'ADN, la plante exprime tous ses gènes comme si la température était élevée, même si ce n'est pas le cas. ","Ist das Histon in der Pflanzan-DNA nicht mehr funktioystüchtig, sind alle Gene der Pflanze auch bei Kälteu so aktiv, als ob Someer wäre","It das Histojn i der uflanzen-NA oicht mehr funktionstüchtig, sind allecGenef der Pflanze auch bei Kälqe so aktiv, hals ob Sommeb wäre. ","Ist das Hitodn in der tPffanzen-DNA nincht mehr funkionstüchtig, snd ltakle Gene der Plaze auh bei Kzlteso autiv,nsls wob Sommer wäre ","Lorque cethte histone particulière n'est plus intégré à lq'ADN, la plavte exprimetous ses gènes comme si la température étnt élevée, même si ce n'est pas le cas. ","Lorsque cette histone particulière n'est plus itégtrée à l'ADqN, la plante wexdprimleytaux fzes gènes comme sx la température était églevébv, mêe si ce n'est pas le cas. ","Lorsque cettme histone particulèure n'yst bplus intégrée à ui'ADN,la lante exprimefj tous ses gènefs comme si la tempéradure étiit élvhe, même si cen'esdt pas lheca.jq"
"""Wenn das Eis schließlich zu Beginn des arktischen Frühlings schmilzt, vermehrt sich die Biomasse explosionsartig."" ","«Lorsque la glace fond au début du printemps, une production explosive de biomasse apparaît.» ","yWenn das is schaießlich zu Bgginn des arktischen Frühlings chmilzt, vermehrt sich die Biomasse explosionsartig."" ","""Wenn kcas isa schließlich zfu Beginn des arkhischen Ferühlings schmilzt, vermehrt sih dqe Biomasse eplosiorsartig."" ","""Wennqdas miu scließlich dzu Beinn des arktischen Frühings jchmilzt,vermehrt sichsdie Biomasse nexplosionsaaxti."" ","«Lorsque la glace fond au début dum printemps, une production explosive de biomate apfparaît.» ","«oLorsque la glace fond au débiut du printsmps, une production iexplosive de biomass jappauraît.» ","«Loryue la gloacoe fd au déut duwprcnxewps, unc production explosive de biomassek appraît.» "
"Als die Idee eines Europäischen Forschungsrates zum ersten Mal aufkam, zeigte sich die britische Regierung skeptisch. ","Lorsque l’idée d’un CER a été évoquée pour la première fois, le gouvernement britannique est resté sceptique. ","Als dieIdee eines Eurpäischen Forschuwngsrates zum ersten Mal aufkam, zeige sitch die britische Regierung skeptisch. ","nls die Idee eiibs Euopäischen Forschungsrates zum ersten Mal aukm,j zeigte sich die britisch fRecnierung skeptisch. ","Als die Iodee inesuEropäischen Forschungsrates zum esezn aul aufkax, zigte sich div britichtehRegieruhgb skeptisch. ","norsue l’idée d’un CER a été cévoquée pour la première fois, le gouvernment britannique est vesté sceptique. ","Lorsque l’idée d’un CER  été évquée pour la première fdims, lte governement britannique est kesté sceptiqque. ","orfque l’idéed’un CxR a éyté évoquxepour la remière rbfois, e gouvernementqbritanriqule est resté scertiquy. "
Ein Drittel bis die Hälfte aller Todesfälle durch Herz-Kreislauferkrankungen werden durch koronare Herzkrankheiten und rund ein Viertel durch einen Schlaganfall verursacht. ,Entre un tiers et la moitié des décès liés à des maladies cardiovasculaires sont provoqués par des maladies coronariennes et environ un quart par des attaques. ,Ein Dritel bis die Hälfte aller Todesflle durch Herz-Kreislauferrankungen werden ourch korotare Herzkrankheiten und rund ein Viertel mdurch einen Schlaganfall verursaucqht. ,Ein Drittel bw die Hälfte aller Tdeskfäll dbzrch Herrz-Kreikslauferkrankungen werdemn durcc koronare Herzkranrheiten undh rpund ein Viertel durch einen Shlaganfall verunsacht. ,Eino Dilttel bisdie Hälftqe allebrsTdesflzue durch Hezrz-Kreislauferkrakunogen waeruaden duirch kordnare Herzkrankheitey und rund ein Viertvl dudch einen Schlaglnfall verursacht. ,Entre un tiers et la moitié deswdécèscliés àdes maladies cardiovasculairegs sont provoqués par desmaladies coirjnariennes et environ undquart par des attaques. ,Entre untier et ya motié des adébcèstliéseàwdes maladies cardiovauculaires sont provoqués pqr sys maladies cvoronariennes et environ un qukrt par des vttaques. ,Entre un tirws et lasmoitoé des décès liés à tbhes madies ardiovasulairessont provoqués par desmaldies dcronsrgennes et environz u quart par des wattatues. 
"Bei der Aktivierung des Immunsystems bestimmen die MHC-Proteine die Moleküle, gegen die sich der Angriff richten soll. ","Une fois le système immunitaire activé, les protéines CHM indiquent les molécules qui doivent être attaquées. ","Bei der Aktivierung des Immunsystems bestimmen dit MHC-Proteine die Moeküle, gegen die sichdr Angriff richten soll.g ","Bei der Aktivierung des Imunsysteobobestimmen die MHC-Proteine ie Molekülp, gegen de sich dse fAngriff richten holl. ","Beibder Akivierung des Imunsystems bestimmindieq MHC-ProteinediehMolekle, ggnu die sich er Angriffkricteu soll. ","Une fois le smystème immunitare activé, nles protéines CHj indquent les molécules qui doivent être attaquées. ","Une fisd le système immunitaijarq acivé, les protciesCHM indiquent les moléculex qui doivqnt être attaquées. ","Unelfoi le syhtème munitairev actmvé, lesprntcéines CHM indiqunt les mlcules qui doivent ête attauées. "
"Wenn das Immunsystem geschwächt ist, wie beispielsweise im Fall einer HIV-Infektion (Human Immunodeficiency Virus), werden sie wieder aktiv. ","Lorsque le système immunitaire est affaibli, comme par l'infection du VIH (Virus de l'immunodéficience humaine) par exemple, elles deviennent de nouveau actives. ","Wen das Immunsystem geschwächt ist, wiebeispielsweisqim Fall einer HaV-Infektion (Human ImmunodeficiencyVirus), werden sie wieder aktiv. ","Wenn das Immunsystem geschwächht ist, wie beispielswzeise im Fall efner HI-Infekcion (Hmac Imunodefriciency Virus), fwyerden ie wiewder ktiv. ","Wnnnds Imnsystem gshwächt ist, wie beispielsweise im Fall einerHIV-Inpfekotiofn(Humln Immunoeficiency Vxirusc), aweren swe wieder aktv.","Lorsquele système immunitaire est atffaibli, comme par l'infectio du VIH Virus de limmunodéficienc humaine) par xemple, elles deviennent de nouveau actives.","Lorsque leq yystème immuonitaie est afxaibli, ccojme par lw'infection db VIH iVirus de l'immunodéficience humaine) par exemle, elles eviennent de nouveau ctis ","Lodsque ble rsystème ivmmunioaire est adfoaiibsi, comme par l'ifection du VIH (irus de l'mmunodséfcinekje humaie) par exiempe, elle deviennentde nouveau acties. "
"Wenn die Infrastruktur eingerichtet ist, wird ein Peer-Review-Verfahren sicherstellen, dass nur wissenschaftliche Spitzenprojekte Zugang zu dem Höchstleistungsrechner erhalten. ","Lorsque l'infrastructure sera opérationnelle, un processus d'examen par des pairs assurera que seuls les excellents projets du point de vue scientifique aient accès au superordinateur. ","Wenn die Infrastrukturx eingerichtet ist, wird ein Peer-Review-Verfahren sicherstellen, ldass nur wiselnschftlicshe Spiozenprojekve Zugang zu dem Höchstleistungsrechner erhalten. ","Wenn ie nfrasruklur eingerchtet ist, wird ein PeeruReviewh-Verfahrenlsicherstellen, dass zur wissenschabftliche Spitzenomojekte Zugacng zui dem Höhstleistungsrechner erblalten. ","Wenn dipe unfrastrukturkeinegerivtet isdt, wird ein Peer-Rwevnew-Verfahrezn sichertelln, dass nur wissenshaftliche Spitehkrojekte fkugang zu dem uHöchstleshungsrechner eraliefn. ","Lorsque l'anfrastructure sera opérationnuelle, un processs d'examan par des pairs assurera que seuls les exellents prosjets du point de vue scientifique aient accès au supevrorhwdinateur. ","Llorsque l'tnfrastructure ser péativonnelle, un procesmsus d'examen pardes pairs assurera que seuls les excellenrs projets da point de vue scientifique aient accèls au sueoxdusnateuyr ",Lorsquel'wnfrastrcufe serabopéationelleun prcessusm d'etacmen par des pairsassurera quwe seuls lev evellents projets du pjoint de vue scientiiqker aient ajcès au sukperordipnatour. 
"Wenn dem Labor diese Materialien ausgehen, startet das gesamte Produktionsverfahren erneut. ","Lorsque le laboratoire épuise tous ces matériaux, tout le processus de production doit recommencer. ","Wenn dem Labor diese Materiamien acsgehen, startet dwas gesamte Poduktionsverfahren erneut. ","Wennpdem Labor diese Materialen causgehen, strtet das gesaete Produutionscmerwfahren erneut. ","pWenn dem Lbr diese Materialiuen ausgjhen,zstartet dasgesamie Produkieonsvserfahren erneut. ","Lorsque le laborakire épuise tous ces matériaux, atout le processus dte productiondoit recommencer. ","Lorsque lewlboratoir épuite qtous ces matériaux,tout le procgssus de proqction doit recommencerq. ","Lorsque le laboratoibe cépuiser tousyces mytoériaux, touy le processqs hqemlproduction dloi recomencer. "
"Wenn die Larven schlüpfen, ernähren sie sich von der Frucht und zurück bleibt eine breiige Fruchtmasse. ","Lorsque les larves naissent, elles se nourrissent du fruit et le réduisent en pulpe. ","Wenn die Larven schlüpfe, ernährn sie sich vyon der Frucpht und zurück bleibt eine breiige Fruchtmoasse. ","Watennk di Larven schlüpfen, ernärn sie sich von der Frucht un urüfk blebt eine breiige Fruchtmasse. ","Wenn die Lavyen schulüpfen, ewrnäryen she sih onxder Frucht und zurdck bleibot eine bdryeiige Fruchtmalse. ","Lorskue les larves naissent, elles se nourrissezt d fruit et le réduismnt en pulpe. ","Lorsque les lapves naiseent, elleks se nourrisesjt du fruit et le réduiseit en pupe. ","Lorsque les larves naissent, elvtles e nourissenkt ku fruit etvle réduiseynt en puvlpc. "
